
name,price,pulish,commit
数据科学导论 概念、技术与应用,49.60,文轩网少儿专营店,0
教孩子学编程,58.20,蚂蚁兵团图书专营店,0
编程超有趣 奇妙,34.50,文轩网少儿专营店,0
与量化投资 从基础到实战 王小川,73.80,义博图书专营店,100+
大战机器学习+TensorFlow实战+深度学习框架+深度学习、优化与识别,266.00,义博图书专营店,1
包邮   原理剖析与,149.60,义博图书专营店,0
3面向对象编程 第2版 影印版,63.40,哈尔滨市学府书店图书专营店,0
与量化投资从基础到实战,79.20,哈尔滨市学府书店图书专营店,0
程序设计(第3版),51.75,江阴新华书店图书专营店,0
量化交易之路 用,64.10,哈尔滨市学府书店图书专营店,1
网络数据采集,44.25,江阴新华书店图书专营店,5
【现货】OpenCV3计算机视觉：,39.30,兴阅图书专营店,6
程序设计案例教程,40.20,哈尔滨市学府书店图书专营店,0
算法与程序设计基础(,33.74,王府井书店旗舰店,0
正版北大版 ,52.50,大学连锁书店图书专营店,1
编程(第四版) ，书，，图书,178.00,木森图书专营店,0
核心编程 第3版（第3版）,80.19,墨渊图书专营店,0
编程之美 最佳实践指南,72.98,墨渊图书专营店,0
基于,72.16,墨渊图书专营店,0
语言及其应用,63.99,墨渊图书专营店,0
游戏编程快速上手（第4版）,55.89,墨渊图书专营店,0
流畅的,89.00,华纳博文图书专营店,10+
趣味编程入门,39.69,墨渊图书专营店,0
 3.6零基础入门与实战,48.97,墨渊图书专营店,0
黑帽子,45.10,墨渊图书专营店,0
微控制器编程从零开始 使用Micro,41.34,墨渊图书专营店,0
机器学习 5个数据科学家案例解析,41.34,墨渊图书专营店,0
社会媒体挖掘,55.20,文轩网旗舰店,0
开发向导,29.80,文轩网旗舰店,0
从菜鸟到高手,126.70,凤凰新华书店旗舰店,0
编程真好玩 +青少年学,159.30,凤凰新华书店旗舰店,0
【北京发货】,54.80,诺鼎言图书专营店,1
图解数据结构使用,78.20,凤凰新华书店旗舰店,2
程序设计案例教程-从入门到机器学习(微课版),48.50,凤凰新华书店旗舰店,0
玩转,38.20,凤凰新华书店旗舰店,0
量化投资：以,65.00,兴阅图书专营店,10+
数控科学导论概念、技术与应用,47.20,哈尔滨市学府书店图书专营店,0
游戏编程入门+C++游戏编程入门+游戏编程入门 全3册 游戏编程入门书籍,123.50,墨马图书旗舰店,1
爬虫开发 从入门到实战（微课版）,40.30,文轩网少儿专营店,0
地理空间分析指南(第2版),50.50,文轩网少儿专营店,0
3.5从零开始学,40.10,文轩网少儿专营店,0
深度学习原理与TensorFlow实践+技术解析与实战+流畅的,207.90,义博图书专营店,1
参考手册+,206.00,义博图书专营店,2
包邮 ,214.50,义博图书专营店,0
神经网络编程  人工智能深度学习机器学习领域又一重磅力作  编程语言与程序设计书籍,45.00,聚五缘图书音像旗舰店,0
网络数据爬取及分析从入门到精通 爬取篇,45.50,哈尔滨市学府书店图书专营店,0
程序设计教程,32.40,哈尔滨市学府书店图书专营店,1
从零开始学,59.69,王府井书店旗舰店,0
 3学习笔记上卷 ,56.96,品轩图书专营店,0
零基础入门学习,38.12,吴城新华书店图书音像专营店,0
基础教程+利用,137.86,墨渊图书专营店,0
HEAD FIRT ,99.84,墨渊图书专营店,0
【北京发货】Raspberry Pi编程指南 第2版 基于,39.80,南源图书专营店,0
利用,73.87,墨渊图书专营店,0
OpenCV 3计算机视觉：,35.00,社科教育图书专营店,0
中学生可以这样学,32.00,哈尔滨市学府书店图书专营店,1
程序设计案例课堂,53.13,盐城新华图书专营店,0
数据科学技术详解与商业实践,79.20,哈尔滨市学府书店图书专营店,0
正版北大版 ,52.50,旖旎春晖图书专营店,0
基础教程(第3版),80.19,墨渊图书专营店,0
程序员学,72.09,墨渊图书专营店,0
 3.0科学计算指南 ,44.17,品轩图书专营店,0
爬虫开发与项目实战,65.57,墨渊图书专营店,0
带我起飞,64.78,墨渊图书专营店,0
数据分析,64.78,墨渊图书专营店,0
数据科学导论 概念、技术与应用,48.97,墨渊图书专营店,0
程序设计开发宝典,57.27,墨渊图书专营店,0
程序设计案例课堂,57.27,墨渊图书专营店,0
网络数据采集,47.79,墨渊图书专营店,0
现货 流畅的,99.00,兴阅图书专营店,10+
与数据挖掘,40.67,墨渊图书专营店,0
图解算法:使用,40.67,墨渊图书专营店,0
"基础教程（第2版,修订版）",63.99,墨渊图书专营店,0
算法教程,55.89,墨渊图书专营店,0
基础教程(第2版),40.34,墨渊图书专营店,0
网络编程Linux,32.37,墨渊图书专营店,0
用,39.69,墨渊图书专营店,0
流畅的,109.81,哈尔滨蜜蜂鸟图书专营店,0
编程真好玩+教孩子学编程(,141.10,凤凰新华书店旗舰店,0
程序设计案例课堂,46.90,文轩网少儿专营店,0
青少年学,39.50,文轩网少儿专营店,0
Raspberry Pi：,27.30,天都图书专营店,0
基于,56.50,文轩网少儿专营店,0
编程从入门到实践+学习编程第一步 零基础上手,118.00,墨马图书旗舰店,0
网络数据爬取及分析从入门到精通(爬取篇),49.60,文轩网少儿专营店,0
图解算法:使用,41.20,文轩网少儿专营店,0
数据抓取技术与实战,38.20,文轩网少儿专营店,2
Selenium 2自动化测试实战-基于,44.25,江阴新华书店图书专营店,0
程序设计教程,27.20,哈尔滨市学府书店图书专营店,0
自然语言处理实战核心技术与算法-智能系统,59.69,王府井书店旗舰店,0
深度学习-基于,42.58,王府井书店旗舰店,0
正版现货 ,36.50,华纳博文图书专营店,0
数据科学手册,88.29,墨渊图书专营店,0
3网络爬虫开发实战,80.19,墨渊图书专营店,0
程序设计案例教程——从入门到机器学习（微课版）,40.67,墨渊图书专营店,0
数据可视化之matplotlib实践 数据分析从入门到实战系列 ,37.76,品轩图书专营店,0
程序设计基础实战教程,37.35,墨渊图书专营店,0
数据可视化之MATPLOTLIB实践,47.80,文轩网旗舰店,0
高教版,34.50,旖旎春晖图书专营店,0
 程序设计基础实战教程 图书 计算机与互联网 编程语言与程序设计,37.80,读买天下图书专营店,0
编程真好玩+达人迷 ,169.10,凤凰新华书店旗舰店,0
爬虫开发与项目实战,77.40,凤凰新华书店旗舰店,1
学习编程第一步-零基础上手,75.00,凤凰新华书店旗舰店,0
"大战机器学习：数据科学家的个小目标 华校专,王正林 电子工业出版社",53.80,诺鼎言图书专营店,4
深入浅出,68.30,凤凰新华书店旗舰店,0
从零开始学,50.40,凤凰新华书店旗舰店,0
程序设计第一课,48.50,凤凰新华书店旗舰店,0
正版 ,125.30,布克专营店,0
程序设计开发宝典,46.90,文轩网少儿专营店,0
从零开始学,58.00,文轩网少儿专营店,0
大战机器学习,54.50,文轩网少儿专营店,2
[北京发货],47.80,诺鼎言图书专营店,0
跟老齐学,53.80,文轩网少儿专营店,2
程序设计案例教程,46.00,文轩网少儿专营店,0
深度学习,37.70,文轩网少儿专营店,0
大战机器学习+TensorFlow+TensorFlow实战+,214.50,义博图书专营店,0
预售正版 ,55.00,人天图书专营店,0
 Linux系统管理与自动化运维,71.20,文轩网少儿专营店,2
编程 计算机与互联网 书籍,65.90,读买天下图书专营店,0
零起点,46.60,闻知图书专营店,0
OpenCV 3计算机视觉：,36.80,闻知图书专营店,0
利用,83.00,慧雅丰荷图书专营店,0
 3基础教程,32.80,闻知图书专营店,0
网络爬虫实战 胡松涛 9787302457879 清华大学出版社,47.20,闻知图书专营店,0
基础教程 第3版,72.30,文轩网精品图书专营店,0
教孩子学编程,38.35,品轩图书专营店,0
全国计算机等级考试二级教程 ,31.50,学源图书专营店,0
数据处理,80.19,欣雅轩图书专营店,0
学习编程第一步 零基础上手,66.24,欣雅轩图书专营店,0
绝技,64.78,欣雅轩图书专营店,0
算法教程,55.89,欣雅轩图书专营店,0
网络数据爬取及分析从入门到精通(爬取篇),49.04,欣雅轩图书专营店,0
与数据挖掘,40.67,欣雅轩图书专营店,0
 3.0科学计算指南 ,44.17,五星同辉图书专营店,0
网络编程Linux,32.37,欣雅轩图书专营店,0
与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现何宇健,197.00,烟波古韵图书专营店,0
Effective ,127.00,烟波古韵图书专营店,0
 程序设计基础实战教程韦玮9787302486268清华大学出版社,106.00,烟波古韵图书专营店,0
深度学习实战：75个有关神经网络建模、强化学习与迁移学习的解决方案,59.30,闻知图书专营店,0
编程超有趣 奇妙,35.20,闻知图书专营店,0
程序员学,45.40,闻知图书专营店,0
父与子的编程之旅：与小卡特一起学,55.20,辽宁美术出版社图书专营店,9
参考手册（第4版·修订版）,72.09,欣雅轩图书专营店,0
正版 图解算法 使用,43.20,世纪书缘专营店,0
高性能编程,49.80,文轩网旗舰店,40+
高手之路,30.90,文轩网旗舰店,4
HEAD FIRT ,76.80,文轩网旗舰店,1
漫游指南(影印版),65.10,文轩网少儿专营店,0
量化投资：以,78.20,读买天下图书专营店,0
达人迷-,45.40,闻知图书专营店,0
算法教程 赫特兰 9787115404831 人民邮电出版社,44.20,闻知图书专营店,0
游戏服务器架构与优化 服务器架构设计方案书籍 数据库存储分布式搭建指南 ,51.35,品轩图书专营店,0
从,38.70,闻知图书专营店,0
和HDF5大数据应用 科莱特 9787115412942 人民邮电出版社,29.30,闻知图书专营店,0
科学计算（第2版）,97.94,欣雅轩图书专营店,0
基于,72.16,欣雅轩图书专营店,0
Raspberry Pi编程指南：基于,34.30,闻知图书专营店,0
深入理解 Flask +精通,92.00,荣丰通达图书专营店,1
可以这样学,57.27,欣雅轩图书专营店,0
编程快速上手,55.89,欣雅轩图书专营店,0
机器学习,55.89,欣雅轩图书专营店,0
趣味编程入门,39.69,欣雅轩图书专营店,0
趣学,36.45,欣雅轩图书专营店,0
深入浅出,35.20,闻知图书专营店,0
与量化投资：从基础到实战 计算机与互联网 书籍,75.20,读买天下图书专营店,0
从零开始学,65.57,欣雅轩图书专营店,0
跟老齐学,64.78,欣雅轩图书专营店,0
程序设计开发宝典,57.27,欣雅轩图书专营店,0
 ,48.00,金帛三木图书专营店,0
黑帽子,45.10,欣雅轩图书专营店,0
程序设计,40.18,欣雅轩图书专营店,0
程序设计基础实战教程,37.35,欣雅轩图书专营店,0
正版 ,58.00,北京金鼎祥图书专营店,0
Raspberry Pi:,30.00,闻知图书专营店,0
程序员面试算法宝典,53.95,欣雅轩图书专营店,0
高级编程（第2版）,72.09,欣雅轩图书专营店,0
深入理解 Flask +精通,92.00,荣丰通达图书专营店,1
数据分析,64.78,欣雅轩图书专营店,0
贝叶斯分析,55.89,欣雅轩图书专营店,0
数据分析与应用 黄红梅 9787115373045 人民邮电出版社,38.80,闻知图书专营店,0
数据分析基础  余本国 编著 大中专公共计算机正版书籍文学散文经管励志图书小说,暂无报价,荒漠甘霖图书专营店,1
数据分析基础  余本国 编著 大中专公共计算机正版书籍文学散文经管励志图书小说,暂无报价,荒漠甘霖图书专营店,1
网络编程Linux,30.80,闻知图书专营店,0
测试驱动开发：使用Django、Selenium和JavaScript进行We,92.80,闻知图书专营店,0
科学计算-第2版,94.40,闻知图书专营店,0
编程从入门到精通,63.20,文轩网旗舰店,0
达人迷,43.60,文轩网旗舰店,0
网络数据爬取及分析从入门到精通(爬取篇),43.70,文轩网旗舰店,0
即学即用,37.50,文轩网旗舰店,0
设计模式（第2版）,31.59,欣雅轩图书专营店,0
教孩子学编程 ,40.70,创熠文化图书专营店,0
并行编程手册,43.10,文轩网旗舰店,10+
程序设计教程,38.40,文轩网旗舰店,0
并行编程参考手册(影印版),46.20,文轩网旗舰店,4
正版 ,46.00,布克专营店,0
父与子的编程之旅：与小卡特一起学,49.30,华心图书专营店,2
青少年学,40.30,闻知图书专营店,0
 3.7从零开始学,64.80,文轩网旗舰店,0
数据分析从入门到精通 图书 计算机与互联网 编程语言与程序设计,55.20,读买天下图书专营店,0
网络爬虫实战,38.40,文轩网旗舰店,10+
从零开始学,51.40,文轩网旗舰店,0
数据科学实践指南,44.30,文轩网旗舰店,0
数据科学导论,44.30,文轩网旗舰店,1
编程 从入门到实践 [美]埃里克·马瑟斯(Eric Matthes),66.80,南源图书专营店,4
基础教程(第3版),76.20,文轩网少儿专营店,1
机器学习基础教程,64.80,文轩网少儿专营店,0
教孩子学编程-,30.10,闻知图书专营店,0
机器学习 5个数据科学家案例解析,39.30,闻知图书专营店,0
数据抓取技术与实战 潘庆和 9787121298844 电子工业出版社,38.70,闻知图书专营店,0
编程 从入门到实践 ,69.80,荣丰通达图书专营店,6
精通,30.10,闻知图书专营店,0
与有限元：基于,41.00,闻知图书专营店,0
编程 从入门到实践,70.30,文轩网精品图书专营店,0
利用,66.80,文轩网精品图书专营店,20+
利用,98.77,欣雅轩图书专营店,0
测试驱动开发,96.39,欣雅轩图书专营店,0
" Cookbook（中文版,第3版）",87.48,欣雅轩图书专营店,0
编程 从入门到实践 [美]埃里克·马瑟斯(Eric Matthes),66.80,南源图书专营店,4
从小白到大牛,74.80,文轩网少儿专营店,0
从菜鸟到高手,87.00,文轩网少儿专营店,0
零起点,77.20,文轩网少儿专营店,3
学习：从入门到实践 王学颖 9787302486978 清华大学出版社,38.40,闻知图书专营店,0
和Pygame游戏开发指南 斯维加特 9787115407351 人民邮电出版,37.80,闻知图书专营店,0
数据科学入门 德米特里·齐诺维耶夫 9787115470607 人民邮电出版社,37.70,闻知图书专营店,0
网络爬虫从入门到实践 唐松 9787111578413 机械工业出版社,36.80,闻知图书专营店,0
新手使用Django架站的16堂课 ,56.96,五星同辉图书专营店,0
数据分析与数据化运营,82.17,欣雅轩图书专营店,0
3面向对象编程（第2版）,81.18,欣雅轩图书专营店,0
语言程序设计,65.57,欣雅轩图书专营店,0
"基础教程（第2版,修订版）",63.99,欣雅轩图书专营店,0
我的,55.89,欣雅轩图书专营店,0
 正版  ,99.00,荣丰通达图书专营店,0
3网络爬虫开发实战,80.19,欣雅轩图书专营店,0
网络爬虫实战(第2版),65.57,欣雅轩图书专营店,0
数据分析从入门到精通,56.58,欣雅轩图书专营店,0
数据结构——,56.54,欣雅轩图书专营店,0
数据分析（第2版）,55.89,欣雅轩图书专营店,0
基于,43.30,文轩网旗舰店,0
数据挖掘入门与实践,43.10,文轩网旗舰店,50+
程序员面试算法宝典,53.30,文轩网旗舰店,0
机器学习实战,46.90,文轩网旗舰店,6
 ,48.00,金帛三木图书专营店,0
数据分析基础(影印版),55.30,文轩网旗舰店,1
 3.6零基础入门与实战,38.40,文轩网旗舰店,0
地理空间分析指南(第2版),49.80,文轩网旗舰店,6
正版 ,58.00,北京金鼎祥图书专营店,0
精通,55.20,文轩网少儿专营店,0
基础教程(第2版),35.90,文轩网旗舰店,0
数据可视化编程实战,30.90,文轩网旗舰店,20+
零起点,43.10,文轩网旗舰店,10+
程序设计基础实战教程,33.80,文轩网旗舰店,0
程序设计,31.40,文轩网旗舰店,0
零压力学,64.80,文轩网少儿专营店,0
编程从入门到精通,64.80,文轩网少儿专营店,0
网络爬虫实战（第2版）,53.70,文轩网少儿专营店,0
编程从入门到实践+,108.00,墨马图书旗舰店,0
包邮 MySQL运维内参：MySQL Galera+流畅的,190.00,义博图书专营店,1
用,24.50,荣丰通达图书专营店,0
包邮数据科学家养成手册+,164.00,义博图书专营店,0
语言在Abaqus中的应用(含光盘),36.00,江阴新华书店图书专营店,6
数据分析-第2版-(影印版),81.68,王府井书店旗舰店,0
编程 从入门到实践 ,69.80,荣丰通达图书专营店,6
数据结构 ,55.20,读买天下图书专营店,0
数据馆员的,44.90,闻知图书专营店,0
程序设计教程 林信良 9787302457862 清华大学出版社,46.60,闻知图书专营店,0
学习手册,89.30,文轩网精品图书专营店,0
 3.6零基础入门与实战+,103.80,旷氏文豪图书专营店,0
"基础教程(第2版,修订版)+",144.18,欣雅轩图书专营店,0
零基础入门学习,38.80,南源图书专营店,0
机器学习基础教程,67.55,王府井书店旗舰店,0
" Cookbook（中文版,第3版）",87.48,墨渊图书专营店,0
零起点,81.18,墨渊图书专营店,0
程序设计,65.57,墨渊图书专营店,0
趣学,47.79,墨渊图书专营店,0
我的,55.89,墨渊图书专营店,0
零压力学,63.99,欣雅轩图书专营店,0
新手使用Django架站的16堂课 ,56.96,五星同辉图书专营店,0
青少年学,63.99,欣雅轩图书专营店,0
游戏编程快速上手（第4版）,55.89,欣雅轩图书专营店,0
网络数据采集,47.79,欣雅轩图书专营店,0
趣学,47.79,欣雅轩图书专营店,0
流畅的,176.58,墨渊图书专营店,0
正版 ,58.00,北京金鼎祥图书专营店,0
 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取指南,78.21,北方文艺出版社图书旗舰店,2
"3程序开发指南（第2版,修订版）",55.89,墨渊图书专营店,0
与神经网络实战,77.40,凤凰新华书店旗舰店,0
程序设计案例教程,48.00,凤凰新华书店旗舰店,0
程序设计基础与应用,38.20,凤凰新华书店旗舰店,0
程序设计基础实战教程,33.30,凤凰新华书店旗舰店,0
编程快速上手让繁琐工作自动化+,139.10,墨马图书旗舰店,0
程序设计(第3版),34.50,文轩网少儿专营店,0
自然语言处理 [美]Steven Bird Ewan Klein Edward,66.80,南源图书专营店,5
机器学习 5个数据科学家案例解析,41.80,文轩网少儿专营店,0
即学即用,39.50,文轩网少儿专营店,0
精通,37.70,文轩网少儿专营店,1
数据科学入门,37.70,文轩网少儿专营店,2
机器学习及实践,33.30,文轩网少儿专营店,0
程序员学,222.00,烟波古韵图书专营店,0
高性能(第2版),46.00,闻知图书专营店,0
从菜鸟到高手,106.24,欣雅轩图书专营店,0
 3.7从零开始学,65.57,欣雅轩图书专营店,0
编程快速上手 让繁琐工作自动化 ,44.85,品轩图书专营店,0
 3.0科学计算指南,44.20,闻知图书专营店,0
爬虫开发与项目实战,51.40,文轩网旗舰店,20+
机器人,43.70,文轩网旗舰店,0
像计算机科学家一样思考,36.90,金帛三木图书专营店,0
数据分析,37.20,文轩网旗舰店,20+
数据抓取技术与实战,35.80,文轩网旗舰店,1
数据结构与算法:,94.80,文轩网少儿专营店,0
深度实践OPENSTACK:基于,66.40,文轩网少儿专营店,0
机器人,46.60,闻知图书专营店,0
基础教程 刘浪 9787115398680 人民邮电出版社,35.10,闻知图书专营店,0
NLTK基础教程：用NLTK和,31.40,闻知图书专营店,0
利用,57.85,品轩图书专营店,0
精通,35.10,闻知图书专营店,0
面向ArcGIS的,31.40,闻知图书专营店,0
机器学习英文版影印版塞巴斯蒂安·拉什卡东南大学出版社9787564170776,67.00,佳期如梦图书专营店,0
HEAD FIRT ,99.84,欣雅轩图书专营店,0
编程之美 最佳实践指南,72.98,欣雅轩图书专营店,0
语言及其应用,63.99,欣雅轩图书专营店,0
程序设计案例课堂,57.27,欣雅轩图书专营店,0
趣学,34.80,五星同辉图书专营店,0
自然语言处理实战,57.27,欣雅轩图书专营店,0
神经网络编程,55.89,欣雅轩图书专营店,0
编程超有趣 奇妙,55.89,欣雅轩图书专营店,0
" UNIX 和Linux 系统管理指南(美)基弗特,杨明华9787111266",235.00,烟波古韵图书专营店,0
科学计算(配光盘)张若愚9787302273608清华大学出版社,243.00,烟波古韵图书专营店,0
'笨办法'学,46.00,闻知图书专营店,0
 Qt GUI快速编程：PyQt编程指南,62.40,闻知图书专营店,0
青少年学,38.70,文轩网旗舰店,0
基于,56.30,文轩网旗舰店,1
编程(从入门到实践)/图灵程序设计丛书,64.08,博库网旗舰店,10+
从零开始学,44.80,文轩网旗舰店,0
高级编程 卢克·斯内因格 9787302452850 清华大学出版社,39.80,闻知图书专营店,0
与数据挖掘 张良均 9787111552611 机械工业出版社,39.20,闻知图书专营店,0
从,31.36,五星同辉图书专营店,0
易学,36.20,闻知图书专营店,0
科学计算基础教程 赫曼塔·库玛·梅赫塔 9787115436986 人民邮电出,38.20,闻知图书专营店,0
树莓派编程 沃尔弗拉姆·多纳特 9787111550303 机械工业出版社,36.80,闻知图书专营店,0
机器学习,65.57,欣雅轩图书专营店,0
程序设计,65.57,欣雅轩图书专营店,0
大战机器学习,56.58,欣雅轩图书专营店,0
21天学通,49.04,欣雅轩图书专营店,0
【北京发货】,35.80,南源图书专营店,1
从零开始学,48.97,欣雅轩图书专营店,0
面向ArcGIS的,39.69,欣雅轩图书专营店,0
"参考手册(第4版)(美)比兹利,谢俊,杨越,高伟9787115242594人民",252.00,烟波古韵图书专营店,0
从零开始学,62.40,闻知图书专营店,0
编程从零基础到项目实战(微课视频版),64.00,文辉博库专营店,0
极客项目编程,43.50,文轩网旗舰店,5
数据分析与数据化运营,78.20,文轩网少儿专营店,1
OpenCV 3计算机视觉 ,96.00,荣丰通达图书专营店,0
3学习笔记上卷,73.90,文轩网少儿专营店,0
机器人,46.60,闻知图书专营店,0
极客项目编程 温科特卡姆 9787115449764 人民邮电出版社,44.20,闻知图书专营店,0
数据科学导论：,39.20,闻知图书专营店,0
机器学习：预测分析核心算法 鲍尔斯 9787115433732 人民邮电出版社,44.20,闻知图书专营店,0
微控制器编程从零开始 使用Micro,33.80,文轩网教育考试专营店,0
易学,28.80,文轩网教育考试专营店,0
神经网络编程  9787115474810 人民邮电出版社,53.10,闻知图书专营店,0
面向对象编程指南 洛特 9787115405586 人民邮电出版社,64.80,闻知图书专营店,0
机器学习实践：测试驱动的开发方法,39.53,芝麻开门图书专营店,0
语言及其应用 卢布诺维克 9787115407092 人民邮电出版社,61.60,闻知图书专营店,0
漫游指南-影印版 肯尼思·赖茨 9787564173746 东南大学出版社,65.10,闻知图书专营店,0
21天学通,47.20,闻知图书专营店,0
入门经典书籍 套装2册 零基础学,140.00,江西赣江图书专营店,0
零基础学,63.20,闻知图书专营店,0
零起点,77.20,文轩网教育考试专营店,1
3网络爬虫开发实战,81.20,文轩网教育考试专营店,2
 Web开发实战,81.90,文轩网教育考试专营店,1
数据分析与数据化运营,78.20,文轩网教育考试专营店,0
 Qt GUI快速编程,61.60,文轩网教育考试专营店,1
数据分析与应用,40.80,文轩网教育考试专营店,0
即学即用,39.50,文轩网教育考试专营店,0
"3程序开发指南-第2版,修订版 萨默菲尔德 9787115383389 人民邮",48.30,闻知图书专营店,0
编程 从入门到实践+利用,158.00,旷氏文豪图书专营店,0
数据分析与数据化运营 计算机与互联网 书籍|6998727,69.30,互动出版网图书专营店,90+
入门经典书籍 套装2册 零基础学,140.00,江西赣江图书专营店,0
大战机器学习：数据科学家的靠前个小目标,54.50,闻知图书专营店,0
 Web开发实战,82.90,闻知图书专营店,0
测试之道  杨燕琳 著 ,40.50,五星同辉图书专营店,5
深度学习,37.70,文轩网教育考试专营店,0
精通,35.10,文轩网教育考试专营店,1
利用,58.50,慧雅丰荷图书专营店,0
预测分析建模：,66.40,闻知图书专营店,0
数据分析基础-影印版,59.20,闻知图书专营店,0
 3 6零基础入门与实战,47.00,文辉博库专营店,0
并行编程参考手册-影印版,49.50,闻知图书专营店,0
测试之道  杨燕琳 著 ,40.50,五星同辉图书专营店,5
趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件,24.50,人民邮电出版社官方旗舰店,0
 Linux系统管理与自动化运维,71.20,文轩网教育考试专营店,0
爬虫开发与项目实战,62.40,文轩网教育考试专营店,0
程序设计入门到实战,46.90,文轩网教育考试专营店,0
并行编程参考手册(影印版),52.80,文轩网教育考试专营店,0
神经网络编程+,98.70,文轩网教育考试专营店,2
全新 父与子的编程之旅：与小卡特一起学,46.00,五星同辉图书专营店,10+
程序设计,66.40,文轩网教育考试专营店,3
深度实践OPENSTACK:基于,66.40,文轩网教育考试专营店,0
与数据挖掘,38.70,文轩网教育考试专营店,0
编程从入门到精通,64.80,文轩网教育考试专营店,0
程序设计教程(高等学校计算机科学与技术教材),35.60,文轩网教育考试专营店,2
项目开发实战-第2版 日本BePROUD股份有限公司 978711543856,61.60,闻知图书专营店,0
基于ArcGIS的,44.10,文轩网教育考试专营店,2
全新 父与子的编程之旅：与小卡特一起学,46.00,五星同辉图书专营店,10+
树莓派编程,39.20,文轩网教育考试专营店,0
精通,37.70,文轩网教育考试专营店,1
科学计算基础教程,37.70,文轩网教育考试专营店,0
从零开始学,59.30,闻知图书专营店,0
地理空间分析指南-第2版 莱哈德 9787115448217 人民邮电出版社,50.60,闻知图书专营店,0
PySpark实战指南 利用,39.00,美丽中文图书专营店,0
机器学习实战-,97.20,闻知图书专营店,0
 ,95.00,荣丰通达图书专营店,0
零起点,78.20,闻知图书专营店,0
深度学习优化与识别+深入浅出深度学习：原理剖析与,339.90,蓝墨水图书专营店,0
深度学习,97.60,文轩网教育考试专营店,0
新手使用Django架站的16堂课,60.50,文轩网教育考试专营店,0
高效开发实战,70.30,文轩网教育考试专营店,0
自然语言处理,57.00,闻知图书专营店,0
预 售 人邮新书 ,34.50,人民邮电出版社官方旗舰店,0
并行编程手册,49.00,文轩网教育考试专营店,5
机器学习套装三册（机器学习实战（,150.60,文轩网教育考试专营店,1
11招玩转网络安全 用,44.17,五星同辉图书专营店,1
从菜鸟到高手,87.00,文轩网教育考试专营店,0
项目开发实战(第2版),60.80,文轩网教育考试专营店,1
编程从零基础到项目实战 ,43.80,华心图书专营店,0
网络编程(第3版),60.80,文轩网教育考试专营店,0
深度学习入门 基于,39.80,五星同辉图书专营店,0
3.5从零开始学,40.10,文轩网教育考试专营店,3
程序设计开发宝典,46.90,文轩网教育考试专营店,0
图解算法:使用,41.20,文轩网教育考试专营店,0
程序设计案例课堂 刘春茂 9787302483922 清华大学出版社,54.50,闻知图书专营店,0
教孩子学编程+父与子的编程之旅:与小卡特一起学,95.60,书虫图书专营店,3
社会媒体挖掘,56.60,文轩网教育考试专营店,0
贝叶斯方法 概率编程与贝叶斯推断,48.20,人民邮电出版社65周年社庆,2700+
人民邮电：,48.00,新世纪图书专营店,0
全新正版！,150.00,京文联发专营店,0
【全2册】,127.00,恒久图书专营店,3
算法教程+数据结构 ,105.30,书虫图书专营店,0
新书 零起点,75.80,杰城图书专营店,5
编程从零基础到项目实战（微课视频版）,70.20,,0
[二手] ,35.60,盛况空前图书专营店,0
新书 零起点,46.80,杰城图书专营店,10+
漏洞战争：软件漏洞分析精要 安全之路Web渗透技术及实战案例解析（第2版） ,746.80,蓝墨水图书专营店,2
数据结构与算法:,94.80,文轩网教育考试专营店,0
数据科学,83.20,文轩网教育考试专营店,0
与量化投资,82.20,文轩网教育考试专营店,0
编程之美 最佳实践指南,73.90,文轩网教育考试专营店,0
机器学习,62.40,文轩网教育考试专营店,0
高性能编程,60.80,文轩网教育考试专营店,5
编程基础 张良均 ,29.80,五星同辉图书专营店,2
树莓派,53.00,书虫图书专营店,5
正版 利用,99.80,恒久图书专营店,0
Scratch 2.0趣味编程指南 父子一起学,65.00,品阅轩图书专营店,1
机器学习：,46.60,闻知图书专营店,0
Flask Web开发 基于,46.00,书香文网图书专营店,0
正版 ,53.60,蚂蚁图书专营店,3
基础教程 第3版,70.80,品阅轩图书专营店,5
青少年学,59.20,墨马图书旗舰店,0
达人迷,44.50,文轩网教育考试专营店,0
计算与编程实践:多媒体方法(原书第2版),54.50,文轩网教育考试专营店,0
全栈开发实践入门,53.80,文轩网教育考试专营店,0
网络数据爬取及分析从入门到精通(爬取篇),49.60,文轩网教育考试专营店,0
高性能(第2版),48.40,文轩网教育考试专营店,0
流畅的,88.97,五星同辉图书专营店,0
数据结构与算法：,92.65,泰州新华书店图书专营店,0
包邮 ,55.30,互动创新图书专营店,0
2018A,37.17,友杰图书专营店,0
高效开发实战——Django、Tornado、Flask、Twisted  刘,57.90,北京群洲文化专营店,0
数据处理,97.00,凤凰新华书店旗舰店,1
包邮 PySpark实战指南 利用,40.00,弗洛拉图书专营店,0
量化投资：以,61.40,昂秀图书专营店,10+
：统计人的视角/统计数据分析与应用丛书,33.20,立中原图书专营店,3
正版 ,95.60,布克专营店,0
正版包邮 ,330.80,蓝墨水图书专营店,2
"大战机器学习：数据科学家的个小目标 华校专,王正林 电子工业出版社",53.80,诺鼎言图书专营店,4
正版中,66.60,温文尔雅图书专营店,0
